fpr,tpr,threshold
0.12256267409470752,0.43617021276595747,0.6581033174207748
0.12256267409470752,0.4397163120567376,0.657267244278531
0.12952646239554316,0.4397163120567376,0.6532105056633271
0.12952646239554316,0.44680851063829785,0.6508501184819142
0.1309192200557103,0.44680851063829785,0.6482094433505613
0.1309192200557103,0.450354609929078,0.6481931010441251
0.13509749303621169,0.450354609929078,0.6470747986490055
0.13509749303621169,0.46099290780141844,0.6425961131873436
0.13788300835654596,0.46099290780141844,0.6418390056698056
0.13788300835654596,0.4645390070921986,0.6410413082679332
0.14206128133704735,0.4645390070921986,0.6389476425632121
0.14206128133704735,0.475177304964539,0.6380820416517156
0.14623955431754876,0.475177304964539,0.6354633062959331
0.14623955431754876,0.4858156028368794,0.6333943583130857
0.14763231197771587,0.4858156028368794,0.6333401896031872
0.14763231197771587,0.5,0.6310126658871643
0.149025069637883,0.5,0.63083425456945
0.149025069637883,0.5035460992907801,0.6289938983619985
0.15181058495821728,0.5035460992907801,0.6284979167441188
0.15181058495821728,0.5141843971631206,0.6273698809232131
0.15598885793871867,0.5141843971631206,0.6257295288461993
0.15598885793871867,0.5177304964539007,0.6257232149720393
0.16295264623955433,0.5177304964539007,0.621169371117984
0.16295264623955433,0.5283687943262412,0.619205476526435
0.16434540389972144,0.5283687943262412,0.6188417636620939
0.16434540389972144,0.5354609929078015,0.6169158003504346
0.16573816155988857,0.5354609929078015,0.6161816598727748
0.16573816155988857,0.549645390070922,0.6115580387368412
0.1671309192200557,0.549645390070922,0.6113562677468682
0.1671309192200557,0.5567375886524822,0.6089392633593955
0.16852367688022285,0.5567375886524822,0.6087861953512459
0.16852367688022285,0.5673758865248227,0.6074050969783511
0.16991643454038996,0.5673758865248227,0.606772717555713
0.16991643454038996,0.574468085106383,0.6040477263469209
0.17270194986072424,0.574468085106383,0.603483515809251
0.17270194986072424,0.5780141843971631,0.6020988772982964
0.17548746518105848,0.5780141843971631,0.6012409276973023
0.17548746518105848,0.5815602836879432,0.601043955683767
0.18245125348189414,0.5815602836879432,0.5973777273154809
0.18245125348189414,0.5886524822695035,0.5931853560473752
0.18384401114206128,0.5886524822695035,0.592632061908782
0.18384401114206128,0.5921985815602837,0.5918909993532634
0.18523676880222842,0.5921985815602837,0.5916728595225903
0.18523676880222842,0.599290780141844,0.5896684382121307
0.18662952646239556,0.599290780141844,0.5883385461171724
0.18662952646239556,0.6028368794326241,0.586912363955952
